Employee,Employee_Name,Is_Guest,Date,Status,Location,Day,,
2036,AdamLynch,,04-07-2025,WFH,Bangalore,Friday,,
2213,Elliot Powell,,04-07-2025,WFH,Bangalore,Friday,,
2029,EllieGrant,,04-07-2025,WFH,Bangalore,Friday,,
2143,DarrenMartin,,04-07-2025,WFH,Bangalore,Friday,,
2072,MaverickCameron,,04-07-2025,WFH,Bangalore,Friday,,
2110,JudeRamirez,,04-07-2025,WFH,Bangalore,Friday,,
2104,OliviaCameron,,04-07-2025,WFH,Bangalore,Friday,,
1941,EvelynHall,,04-07-2025,WFH,Bangalore,Friday,,
2012,DavidRodriguez,,04-07-2025,WFH,Bangalore,Friday,,
2149,TessaHarrington,,04-07-2025,WFH,Bangalore,Friday,,
2144,ReaganMitchell,,04-07-2025,WFH,Bangalore,Friday,,
2002,LeahGeorge,,04-07-2025,WFH,Bangalore,Friday,,
2150,SebastianReed,,04-07-2025,WFH,Bangalore,Friday,,
2212,Sidney Foster,,04-07-2025,WFH,Bangalore,Friday,,
2145,LilyRichards,,04-07-2025,WFH,Bangalore,Friday,,
1953,HarperMurphy,,04-07-2025,WFH,Bangalore,Friday,,
2148,ElisePowell,,04-07-2025,WFH,Bangalore,Friday,,
2024,PhoebePerry,,04-07-2025,WFH,Bangalore,Friday,,
2146,NathanMarez,,04-07-2025,WFH,Bangalore,Friday,,
2056,BrooklynHernandez,,04-07-2025,WFH,Bangalore,Friday,,
2106,MaverickClark,,04-07-2025,WFO,Bangalore,Friday,,
2109,OwenRoberts,,04-07-2025,WFH,Bangalore,Friday,,
2005,MilaRodriguez,,04-07-2025,WFH,Bangalore,Friday,,
2057,EmeryLee,,04-07-2025,WFH,Bangalore,Friday,,
2018,LaylaCameron,,04-07-2025,WFH,Bangalore,Friday,,
1957,EverlyMartin,,04-07-2025,WFH,Bangalore,Friday,,
2100,FinnTaylor,,04-07-2025,WFH,Bangalore,Friday,,
2093,AvaOrtega,,04-07-2025,WFH,Bangalore,Friday,,
2022,ScarlettKing,,04-07-2025,WFH,Bangalore,Friday,,
1947,SkylarBryant,,04-07-2025,WFH,Bangalore,Friday,,
2079,JackSanchez,,04-07-2025,WFH,Bangalore,Friday,,
2061,JacksonMoss,,04-07-2025,WFH,Bangalore,Friday,,
1970,VeraGonzalez,,04-07-2025,WFH,Bangalore,Friday,,
2058,KatherineMitchell,,04-07-2025,WFH,Bangalore,Friday,,
2101,EliWilliams,,07-07-2025,WFH,Bangalore,Monday,,
2066,NatalieNelson,,07-07-2025,WFH,Bangalore,Monday,,
2060,IslaHarrington,,07-07-2025,WFH,Bangalore,Monday,,
2033,FionaHarrington,,07-07-2025,WFH,Bangalore,Monday,,
2108,MaddoxRodriguez,,07-07-2025,WFH,Bangalore,Monday,,
2017,AlexanderShaw,,07-07-2025,WFH,Bangalore,Monday,,
1781,TheodoreSanchez,,07-07-2025,WFH,Bangalore,Monday,,
1973,EmmaBishop,,07-07-2025,WFH,Bangalore,Monday,,
2020,BraydenScott,,07-07-2025,WFH,Bangalore,Monday,,
2098,TheodoreCraig,,07-07-2025,WFH,Bangalore,Monday,,
2151,CadenCampbell,,07-07-2025,WFH,Bangalore,Monday,,
2096,CameronRichards,,07-07-2025,WFO,Bangalore,Monday,,
1946,SiennaFoster,,07-07-2025,WFH,Bangalore,Monday,,
2214,Shawn Peterson,,07-07-2025,WFH,Bangalore,Monday,,
2069,SageRodriguez,,07-07-2025,WFH,Bangalore,Monday,,
2006,LeviHudson,,07-07-2025,WFH,Bangalore,Monday,,
2073,BlaiseRogers,,07-07-2025,WFH,Bangalore,Monday,,
2098,IsaacMurphy,1,07-07-2025,WFH,Bangalore,Monday,,
2097,PaisleyCarter,1,07-07-2025,WFO,Bangalore,Monday,,
2096,HunterSanchez,1,07-07-2025,WFO,Bangalore,Monday,,
2095,CharlieRussell,1,07-07-2025,WFO,Bangalore,Monday,,
2094,AddisonRobinson,,07-07-2025,WFH,Bangalore,Monday,,
2219,Kendall Harris,,07-07-2025,WFH,Bangalore,Monday,,
2215,Corey Wright,,07-07-2025,WFH,Bangalore,Monday,,
2063,JacksonGrant,,07-07-2025,WFH,Bangalore,Monday,,
2099,,1,07-07-2025,WFH,Bangalore,Monday,,
2218,Jesse Morgan,,07-07-2025,WFH,Bangalore,Monday,,
2207,TracyMitchell,,07-07-2025,WFH,Bangalore,Monday,,
2217,Logan Brooks,,07-07-2025,WFH,Bangalore,Monday,,
2216,Jaden Bell,,07-07-2025,WFH,Bangalore,Monday,,
2087,AmosWilliamson,,07-07-2025,WFH,Bangalore,Monday,,
1981,MayaWhite,,07-07-2025,WFH,Bangalore,Monday,,
2036,AdamLynch,,07-07-2025,WFH,Bangalore,Monday,,
2056,BrooklynHernandez,,07-07-2025,WFH,Bangalore,Monday,,
2213,Elliot Powell,,07-07-2025,WFH,Bangalore,Monday,,
2146,NathanMarez,,07-07-2025,WFO,Bangalore,Monday,,
2145,LilyRichards,,07-07-2025,WFO,Bangalore,Monday,,
2212,Sidney Foster,,07-07-2025,WFO,Bangalore,Monday,,
2150,SebastianReed,,07-07-2025,WFO,Bangalore,Monday,,
2002,LeahGeorge,,07-07-2025,WFO,Bangalore,Monday,,
2144,ReaganMitchell,,07-07-2025,WFO,Bangalore,Monday,,
2148,ElisePowell,,07-07-2025,WFH,Bangalore,Monday,,
2149,TessaHarrington,,07-07-2025,WFO,Bangalore,Monday,,
1941,EvelynHall,,07-07-2025,WFO,Bangalore,Monday,,
2104,OliviaCameron,,07-07-2025,WFO,Bangalore,Monday,,
2110,JudeRamirez,,07-07-2025,WFO,Bangalore,Monday,,
2072,MaverickCameron,,07-07-2025,WFO,Bangalore,Monday,,
2143,DarrenMartin,,07-07-2025,WFH,Bangalore,Monday,,
2029,EllieGrant,,07-07-2025,WFO,Bangalore,Monday,,
2012,DavidRodriguez,,07-07-2025,WFO,Bangalore,Monday,,
1953,HarperMurphy,,07-07-2025,WFH,Bangalore,Monday,,
2100,FinnTaylor,,07-07-2025,WFO,Bangalore,Monday,,
2024,PhoebePerry,,07-07-2025,WFH,Bangalore,Monday,,
1970,VeraGonzalez,,07-07-2025,WFH,Bangalore,Monday,,
2061,JacksonMoss,,07-07-2025,WFO,Bangalore,Monday,,
2079,JackSanchez,,07-07-2025,WFO,Bangalore,Monday,,
2022,ScarlettKing,,07-07-2025,WFH,Bangalore,Monday,,
2093,AvaOrtega,,07-07-2025,WFO,Bangalore,Monday,,
1947,SkylarBryant,,07-07-2025,WFH,Bangalore,Monday,,
1957,EverlyMartin,,07-07-2025,WFO,Bangalore,Monday,,
2018,LaylaCameron,,07-07-2025,WFH,Bangalore,Monday,,
2057,EmeryLee,,07-07-2025,WFO,Bangalore,Monday,,
2005,MilaRodriguez,,07-07-2025,WFH,Bangalore,Monday,,
2109,OwenRoberts,,07-07-2025,WFO,Bangalore,Monday,,
2106,MaverickClark,,07-07-2025,WFO,Bangalore,Monday,,
2058,KatherineMitchell,,07-07-2025,WFH,Bangalore,Monday,,
2033,FionaHarrington,,08-07-2025,WFH,Bangalore,Tuesday,,
1946,SiennaFoster,,08-07-2025,WFH,Bangalore,Tuesday,,
2101,EliWilliams,,08-07-2025,WFH,Bangalore,Tuesday,,
2066,NatalieNelson,,08-07-2025,WFH,Bangalore,Tuesday,,
2060,IslaHarrington,,08-07-2025,WFH,Bangalore,Tuesday,,
2108,MaddoxRodriguez,,08-07-2025,WFH,Bangalore,Tuesday,,
2151,CadenCampbell,,08-07-2025,WFH,Bangalore,Tuesday,,
2214,Shawn Peterson,,08-07-2025,WFH,Bangalore,Tuesday,,
1973,EmmaBishop,,08-07-2025,WFH,Bangalore,Tuesday,,
2020,BraydenScott,,08-07-2025,WFH,Bangalore,Tuesday,,
1781,TheodoreSanchez,,08-07-2025,WFH,Bangalore,Tuesday,,
2098,TheodoreCraig,,08-07-2025,WFH,Bangalore,Tuesday,,
2215,Corey Wright,,08-07-2025,WFH,Bangalore,Tuesday,,
2017,AlexanderShaw,,08-07-2025,WFO,Bangalore,Tuesday,,
2073,BlaiseRogers,,08-07-2025,WFH,Bangalore,Tuesday,,
1981,MayaWhite,,08-07-2025,WFH,Bangalore,Tuesday,,
2216,Jaden Bell,,08-07-2025,WFH,Bangalore,Tuesday,,
2217,Logan Brooks,,08-07-2025,WFH,Bangalore,Tuesday,,
2207,TracyMitchell,,08-07-2025,WFH,Bangalore,Tuesday,,
2218,Jesse Morgan,,08-07-2025,WFH,Bangalore,Tuesday,,
2006,LeviHudson,,08-07-2025,WFH,Bangalore,Tuesday,,
2063,JacksonGrant,,08-07-2025,WFH,Bangalore,Tuesday,,
2219,Kendall Harris,,08-07-2025,WFH,Bangalore,Tuesday,,
2094,AddisonRobinson,,08-07-2025,WFH,Bangalore,Tuesday,,
2095,CharlieRussell,1,08-07-2025,WFO,Bangalore,Tuesday,,
2096,HunterSanchez,1,08-07-2025,WFO,Bangalore,Tuesday,,
2097,PaisleyCarter,1,08-07-2025,WFO,Bangalore,Tuesday,,
2098,IsaacMurphy,1,08-07-2025,WFH,Bangalore,Tuesday,,
2099,,1,08-07-2025,WFH,Bangalore,Tuesday,,
2096,CameronRichards,,08-07-2025,WFO,Bangalore,Tuesday,,
2087,AmosWilliamson,,08-07-2025,WFH,Bangalore,Tuesday,,
2069,SageRodriguez,,08-07-2025,WFH,Bangalore,Tuesday,,
2036,AdamLynch,,08-07-2025,WFH,Bangalore,Tuesday,,
2146,NathanMarez,,08-07-2025,WFO,Bangalore,Tuesday,,
1953,HarperMurphy,,08-07-2025,WFH,Bangalore,Tuesday,,
2145,LilyRichards,,08-07-2025,WFO,Bangalore,Tuesday,,
2212,Sidney Foster,,08-07-2025,WFO,Bangalore,Tuesday,,
2150,SebastianReed,,08-07-2025,WFO,Bangalore,Tuesday,,
2002,LeahGeorge,,08-07-2025,WFO,Bangalore,Tuesday,,
2144,ReaganMitchell,,08-07-2025,WFO,Bangalore,Tuesday,,
2148,ElisePowell,,08-07-2025,WFO,Bangalore,Tuesday,,
2149,TessaHarrington,,08-07-2025,WFO,Bangalore,Tuesday,,
1941,EvelynHall,,08-07-2025,WFO,Bangalore,Tuesday,,
2110,JudeRamirez,,08-07-2025,WFO,Bangalore,Tuesday,,
2072,MaverickCameron,,08-07-2025,WFO,Bangalore,Tuesday,,
2143,DarrenMartin,,08-07-2025,WFO,Bangalore,Tuesday,,
2029,EllieGrant,,08-07-2025,WFO,Bangalore,Tuesday,,
2012,DavidRodriguez,,08-07-2025,WFH,Bangalore,Tuesday,,
2024,PhoebePerry,,08-07-2025,WFO,Bangalore,Tuesday,,
2104,OliviaCameron,,08-07-2025,WFO,Bangalore,Tuesday,,
2100,FinnTaylor,,08-07-2025,WFO,Bangalore,Tuesday,,
2056,BrooklynHernandez,,08-07-2025,WFO,Bangalore,Tuesday,,
1970,VeraGonzalez,,08-07-2025,WFH,Bangalore,Tuesday,,
2061,JacksonMoss,,08-07-2025,WFH,Bangalore,Tuesday,,
2079,JackSanchez,,08-07-2025,WFO,Bangalore,Tuesday,,
1947,SkylarBryant,,08-07-2025,WFO,Bangalore,Tuesday,,
2022,ScarlettKing,,08-07-2025,WFO,Bangalore,Tuesday,,
2093,AvaOrtega,,08-07-2025,WFO,Bangalore,Tuesday,,
2213,Elliot Powell,,08-07-2025,WFH,Bangalore,Tuesday,,
1957,EverlyMartin,,08-07-2025,WFO,Bangalore,Tuesday,,
2018,LaylaCameron,,08-07-2025,WFO,Bangalore,Tuesday,,
2057,EmeryLee,,08-07-2025,WFH,Bangalore,Tuesday,,
2005,MilaRodriguez,,08-07-2025,WFH,Bangalore,Tuesday,,
2109,OwenRoberts,,08-07-2025,WFH,Bangalore,Tuesday,,
2106,MaverickClark,,08-07-2025,WFO,Bangalore,Tuesday,,
2058,KatherineMitchell,,08-07-2025,WFO,Bangalore,Tuesday,,
2101,EliWilliams,,09-07-2025,WFH,Bangalore,Wednesday,,
2066,NatalieNelson,,09-07-2025,WFH,Bangalore,Wednesday,,
2060,IslaHarrington,,09-07-2025,WFH,Bangalore,Wednesday,,
2033,FionaHarrington,,09-07-2025,WFH,Bangalore,Wednesday,,
2108,MaddoxRodriguez,,09-07-2025,WFH,Bangalore,Wednesday,,
2017,AlexanderShaw,,09-07-2025,WFH,Bangalore,Wednesday,,
1781,TheodoreSanchez,,09-07-2025,WFH,Bangalore,Wednesday,,
1973,EmmaBishop,,09-07-2025,WFH,Bangalore,Wednesday,,
2020,BraydenScott,,09-07-2025,WFH,Bangalore,Wednesday,,
2098,TheodoreCraig,,09-07-2025,WFH,Bangalore,Wednesday,,
2151,CadenCampbell,,09-07-2025,WFH,Bangalore,Wednesday,,
2096,CameronRichards,,09-07-2025,WFH,Bangalore,Wednesday,,
1946,SiennaFoster,,09-07-2025,WFH,Bangalore,Wednesday,,
2214,Shawn Peterson,,09-07-2025,WFH,Bangalore,Wednesday,,
2215,Corey Wright,,09-07-2025,WFH,Bangalore,Wednesday,,
2069,SageRodriguez,,09-07-2025,WFH,Bangalore,Wednesday,,
2087,AmosWilliamson,,09-07-2025,WFH,Bangalore,Wednesday,,
2099,,1,09-07-2025,WFH,Bangalore,Wednesday,,
2098,IsaacMurphy,1,09-07-2025,WFH,Bangalore,Wednesday,,
2097,PaisleyCarter,1,09-07-2025,WFO,Bangalore,Wednesday,,
2096,HunterSanchez,1,09-07-2025,WFO,Bangalore,Wednesday,,
2095,CharlieRussell,1,09-07-2025,WFO,Bangalore,Wednesday,,
2094,AddisonRobinson,,09-07-2025,WFH,Bangalore,Wednesday,,
2073,BlaiseRogers,,09-07-2025,WFH,Bangalore,Wednesday,,
2219,Kendall Harris,,09-07-2025,WFH,Bangalore,Wednesday,,
1981,MayaWhite,,09-07-2025,WFH,Bangalore,Wednesday,,
2006,LeviHudson,,09-07-2025,WFH,Bangalore,Wednesday,,
2218,Jesse Morgan,,09-07-2025,WFH,Bangalore,Wednesday,,
2207,TracyMitchell,,09-07-2025,WFH,Bangalore,Wednesday,,
2217,Logan Brooks,,09-07-2025,WFH,Bangalore,Wednesday,,
2216,Jaden Bell,,09-07-2025,WFH,Bangalore,Wednesday,,
2063,JacksonGrant,,09-07-2025,WFH,Bangalore,Wednesday,,
2036,AdamLynch,,09-07-2025,WFH,Bangalore,Wednesday,,
2146,NathanMarez,,09-07-2025,WFO,Bangalore,Wednesday,,
2213,Elliot Powell,,09-07-2025,WFH,Bangalore,Wednesday,,
1953,HarperMurphy,,09-07-2025,WFH,Bangalore,Wednesday,,
2145,LilyRichards,,09-07-2025,WFO,Bangalore,Wednesday,,
2212,Sidney Foster,,09-07-2025,WFO,Bangalore,Wednesday,,
2150,SebastianReed,,09-07-2025,WFO,Bangalore,Wednesday,,
2002,LeahGeorge,,09-07-2025,WFO,Bangalore,Wednesday,,
2144,ReaganMitchell,,09-07-2025,WFO,Bangalore,Wednesday,,
2148,ElisePowell,,09-07-2025,WFO,Bangalore,Wednesday,,
2149,TessaHarrington,,09-07-2025,WFO,Bangalore,Wednesday,,
2104,OliviaCameron,,09-07-2025,WFO,Bangalore,Wednesday,,
2110,JudeRamirez,,09-07-2025,WFO,Bangalore,Wednesday,,
2072,MaverickCameron,,09-07-2025,WFO,Bangalore,Wednesday,,
2143,DarrenMartin,,09-07-2025,WFO,Bangalore,Wednesday,,
2029,EllieGrant,,09-07-2025,WFO,Bangalore,Wednesday,,
2012,DavidRodriguez,,09-07-2025,WFO,Bangalore,Wednesday,,
2024,PhoebePerry,,09-07-2025,WFH,Bangalore,Wednesday,,
1941,EvelynHall,,09-07-2025,WFH,Bangalore,Wednesday,,
2100,FinnTaylor,,09-07-2025,WFH,Bangalore,Wednesday,,
1970,VeraGonzalez,,09-07-2025,WFH,Bangalore,Wednesday,,
2056,BrooklynHernandez,,09-07-2025,WFO,Bangalore,Wednesday,,
2061,JacksonMoss,,09-07-2025,WFH,Bangalore,Wednesday,,
2079,JackSanchez,,09-07-2025,WFH,Bangalore,Wednesday,,
1947,SkylarBryant,,09-07-2025,WFH,Bangalore,Wednesday,,
2093,AvaOrtega,,09-07-2025,WFO,Bangalore,Wednesday,,
2058,KatherineMitchell,,09-07-2025,WFH,Bangalore,Wednesday,,
2022,ScarlettKing,,09-07-2025,WFH,Bangalore,Wednesday,,
2018,LaylaCameron,,09-07-2025,WFO,Bangalore,Wednesday,,
2057,EmeryLee,,09-07-2025,WFH,Bangalore,Wednesday,,
2005,MilaRodriguez,,09-07-2025,WFH,Bangalore,Wednesday,,
2109,OwenRoberts,,09-07-2025,WFO,Bangalore,Wednesday,,
2106,MaverickClark,,09-07-2025,WFO,Bangalore,Wednesday,,
1957,EverlyMartin,,09-07-2025,WFH,Bangalore,Wednesday,,
2101,EliWilliams,,10-07-2025,WFH,Bangalore,Thursday,,
2108,MaddoxRodriguez,,10-07-2025,WFH,Bangalore,Thursday,,
2066,NatalieNelson,,10-07-2025,WFH,Bangalore,Thursday,,
2060,IslaHarrington,,10-07-2025,WFH,Bangalore,Thursday,,
2033,FionaHarrington,,10-07-2025,WFH,Bangalore,Thursday,,
2017,AlexanderShaw,,10-07-2025,WFH,Bangalore,Thursday,,
2096,CameronRichards,,10-07-2025,WFO,Bangalore,Thursday,,
1973,EmmaBishop,,10-07-2025,WFH,Bangalore,Thursday,,
2020,BraydenScott,,10-07-2025,WFH,Bangalore,Thursday,,
1781,TheodoreSanchez,,10-07-2025,WFH,Bangalore,Thursday,,
2098,TheodoreCraig,,10-07-2025,WFH,Bangalore,Thursday,,
2151,CadenCampbell,,10-07-2025,WFH,Bangalore,Thursday,,
1946,SiennaFoster,,10-07-2025,WFH,Bangalore,Thursday,,
2214,Shawn Peterson,,10-07-2025,WFH,Bangalore,Thursday,,
2215,Corey Wright,,10-07-2025,WFH,Bangalore,Thursday,,
2099,,1,10-07-2025,WFH,Bangalore,Thursday,,
2087,AmosWilliamson,,10-07-2025,WFH,Bangalore,Thursday,,
2069,SageRodriguez,,10-07-2025,WFH,Bangalore,Thursday,,
2098,IsaacMurphy,1,10-07-2025,WFH,Bangalore,Thursday,,
2097,PaisleyCarter,1,10-07-2025,WFO,Bangalore,Thursday,,
2096,HunterSanchez,1,10-07-2025,WFO,Bangalore,Thursday,,
2095,CharlieRussell,1,10-07-2025,WFO,Bangalore,Thursday,,
2094,AddisonRobinson,,10-07-2025,WFH,Bangalore,Thursday,,
2073,BlaiseRogers,,10-07-2025,WFH,Bangalore,Thursday,,
2219,Kendall Harris,,10-07-2025,WFH,Bangalore,Thursday,,
1981,MayaWhite,,10-07-2025,WFH,Bangalore,Thursday,,
2006,LeviHudson,,10-07-2025,WFH,Bangalore,Thursday,,
2218,Jesse Morgan,,10-07-2025,WFH,Bangalore,Thursday,,
2207,TracyMitchell,,10-07-2025,WFO,Bangalore,Thursday,,
2217,Logan Brooks,,10-07-2025,WFH,Bangalore,Thursday,,
2216,Jaden Bell,,10-07-2025,WFH,Bangalore,Thursday,,
2063,JacksonGrant,,10-07-2025,WFH,Bangalore,Thursday,,
2036,AdamLynch,,10-07-2025,WFH,Bangalore,Thursday,,
2213,Elliot Powell,,10-07-2025,WFH,Bangalore,Thursday,,
1953,HarperMurphy,,10-07-2025,WFH,Bangalore,Thursday,,
2146,NathanMarez,,10-07-2025,WFO,Bangalore,Thursday,,
2145,LilyRichards,,10-07-2025,WFO,Bangalore,Thursday,,
2212,Sidney Foster,,10-07-2025,WFO,Bangalore,Thursday,,
2150,SebastianReed,,10-07-2025,WFO,Bangalore,Thursday,,
2002,LeahGeorge,,10-07-2025,WFO,Bangalore,Thursday,,
2144,ReaganMitchell,,10-07-2025,WFO,Bangalore,Thursday,,
2148,ElisePowell,,10-07-2025,WFO,Bangalore,Thursday,,
2149,TessaHarrington,,10-07-2025,WFO,Bangalore,Thursday,,
2104,OliviaCameron,,10-07-2025,WFO,Bangalore,Thursday,,
2110,JudeRamirez,,10-07-2025,WFO,Bangalore,Thursday,,
2072,MaverickCameron,,10-07-2025,WFO,Bangalore,Thursday,,
2143,DarrenMartin,,10-07-2025,WFO,Bangalore,Thursday,,
2029,EllieGrant,,10-07-2025,WFO,Bangalore,Thursday,,
2012,DavidRodriguez,,10-07-2025,WFO,Bangalore,Thursday,,
2024,PhoebePerry,,10-07-2025,WFO,Bangalore,Thursday,,
1941,EvelynHall,,10-07-2025,WFO,Bangalore,Thursday,,
2100,FinnTaylor,,10-07-2025,WFO,Bangalore,Thursday,,
2056,BrooklynHernandez,,10-07-2025,WFO,Bangalore,Thursday,,
2061,JacksonMoss,,10-07-2025,WFH,Bangalore,Thursday,,
2079,JackSanchez,,10-07-2025,WFO,Bangalore,Thursday,,
1947,SkylarBryant,,10-07-2025,WFH,Bangalore,Thursday,,
2022,ScarlettKing,,10-07-2025,WFO,Bangalore,Thursday,,
2093,AvaOrtega,,10-07-2025,WFO,Bangalore,Thursday,,
2058,KatherineMitchell,,10-07-2025,WFO,Bangalore,Thursday,,
1970,VeraGonzalez,,10-07-2025,WFO,Bangalore,Thursday,,
2018,LaylaCameron,,10-07-2025,WFO,Bangalore,Thursday,,
2057,EmeryLee,,10-07-2025,WFH,Bangalore,Thursday,,
2005,MilaRodriguez,,10-07-2025,WFO,Bangalore,Thursday,,
2109,OwenRoberts,,10-07-2025,WFH,Bangalore,Thursday,,
2106,MaverickClark,,10-07-2025,WFO,Bangalore,Thursday,,
1957,EverlyMartin,,10-07-2025,WFH,Bangalore,Thursday,,
2215,Corey Wright,,11-07-2025,WFH,Bangalore,Friday,,
1946,SiennaFoster,,11-07-2025,WFH,Bangalore,Friday,,
2101,EliWilliams,,11-07-2025,WFH,Bangalore,Friday,,
2066,NatalieNelson,,11-07-2025,WFH,Bangalore,Friday,,
2060,IslaHarrington,,11-07-2025,WFH,Bangalore,Friday,,
2033,FionaHarrington,,11-07-2025,WFH,Bangalore,Friday,,
2108,MaddoxRodriguez,,11-07-2025,WFO,Bangalore,Friday,,
1973,EmmaBishop,,11-07-2025,WFH,Bangalore,Friday,,
2214,Shawn Peterson,,11-07-2025,WFO,Bangalore,Friday,,
2020,BraydenScott,,11-07-2025,WFH,Bangalore,Friday,,
1781,TheodoreSanchez,,11-07-2025,WFO,Bangalore,Friday,,
2098,TheodoreCraig,,11-07-2025,WFH,Bangalore,Friday,,
2151,CadenCampbell,,11-07-2025,WFH,Bangalore,Friday,,
2017,AlexanderShaw,,11-07-2025,WFO,Bangalore,Friday,,
2073,BlaiseRogers,,11-07-2025,WFH,Bangalore,Friday,,
2036,AdamLynch,,11-07-2025,WFH,Bangalore,Friday,,
2216,Jaden Bell,,11-07-2025,WFH,Bangalore,Friday,,
2096,CameronRichards,,11-07-2025,WFH,Bangalore,Friday,,
2099,,1,11-07-2025,WFH,Bangalore,Friday,,
2098,IsaacMurphy,1,11-07-2025,WFH,Bangalore,Friday,,
2097,PaisleyCarter,1,11-07-2025,WFO,Bangalore,Friday,,
2096,HunterSanchez,1,11-07-2025,WFO,Bangalore,Friday,,
2095,CharlieRussell,1,11-07-2025,WFO,Bangalore,Friday,,
2087,AmosWilliamson,,11-07-2025,WFO,Bangalore,Friday,,
2094,AddisonRobinson,,11-07-2025,WFH,Bangalore,Friday,,
2063,JacksonGrant,,11-07-2025,WFH,Bangalore,Friday,,
1981,MayaWhite,,11-07-2025,WFH,Bangalore,Friday,,
2006,LeviHudson,,11-07-2025,WFH,Bangalore,Friday,,
2218,Jesse Morgan,,11-07-2025,WFH,Bangalore,Friday,,
2207,TracyMitchell,,11-07-2025,WFH,Bangalore,Friday,,
2217,Logan Brooks,,11-07-2025,WFH,Bangalore,Friday,,
2219,Kendall Harris,,11-07-2025,WFH,Bangalore,Friday,,
2069,SageRodriguez,,11-07-2025,WFH,Bangalore,Friday,,
2058,KatherineMitchell,,11-07-2025,WFO,Bangalore,Friday,,
1953,HarperMurphy,,11-07-2025,WFH,Bangalore,Friday,,
2146,NathanMarez,,11-07-2025,WFO,Bangalore,Friday,,
2145,LilyRichards,,11-07-2025,WFO,Bangalore,Friday,,
2212,Sidney Foster,,11-07-2025,WFO,Bangalore,Friday,,
2150,SebastianReed,,11-07-2025,WFO,Bangalore,Friday,,
2002,LeahGeorge,,11-07-2025,WFO,Bangalore,Friday,,
2144,ReaganMitchell,,11-07-2025,WFO,Bangalore,Friday,,
2148,ElisePowell,,11-07-2025,WFO,Bangalore,Friday,,
2149,TessaHarrington,,11-07-2025,WFO,Bangalore,Friday,,
1941,EvelynHall,,11-07-2025,WFO,Bangalore,Friday,,
2110,JudeRamirez,,11-07-2025,WFO,Bangalore,Friday,,
2072,MaverickCameron,,11-07-2025,WFO,Bangalore,Friday,,
2143,DarrenMartin,,11-07-2025,WFO,Bangalore,Friday,,
2029,EllieGrant,,11-07-2025,WFO,Bangalore,Friday,,
2012,DavidRodriguez,,11-07-2025,WFO,Bangalore,Friday,,
2024,PhoebePerry,,11-07-2025,WFO,Bangalore,Friday,,
2104,OliviaCameron,,11-07-2025,WFH,Bangalore,Friday,,
2100,FinnTaylor,,11-07-2025,WFH,Bangalore,Friday,,
2213,Elliot Powell,,11-07-2025,WFH,Bangalore,Friday,,
2056,BrooklynHernandez,,11-07-2025,WFO,Bangalore,Friday,,
2061,JacksonMoss,,11-07-2025,WFH,Bangalore,Friday,,
2079,JackSanchez,,11-07-2025,WFH,Bangalore,Friday,,
1947,SkylarBryant,,11-07-2025,WFO,Bangalore,Friday,,
2022,ScarlettKing,,11-07-2025,WFO,Bangalore,Friday,,
2093,AvaOrtega,,11-07-2025,WFO,Bangalore,Friday,,
1970,VeraGonzalez,,11-07-2025,WFH,Bangalore,Friday,,
1957,EverlyMartin,,11-07-2025,WFH,Bangalore,Friday,,
2018,LaylaCameron,,11-07-2025,WFO,Bangalore,Friday,,
2057,EmeryLee,,11-07-2025,WFH,Bangalore,Friday,,
2005,MilaRodriguez,,11-07-2025,WFO,Bangalore,Friday,,
2109,OwenRoberts,,11-07-2025,WFO,Bangalore,Friday,,
2106,MaverickClark,,11-07-2025,WFH,Bangalore,Friday,,
1946,SiennaFoster,,14-07-2025,WFH,Bangalore,Monday,,
2101,EliWilliams,,14-07-2025,WFH,Bangalore,Monday,,
2066,NatalieNelson,,14-07-2025,WFO,Bangalore,Monday,,
2060,IslaHarrington,,14-07-2025,WFH,Bangalore,Monday,,
2033,FionaHarrington,,14-07-2025,WFH,Bangalore,Monday,,
2108,MaddoxRodriguez,,14-07-2025,WFH,Bangalore,Monday,,
2214,Shawn Peterson,,14-07-2025,WFH,Bangalore,Monday,,
2215,Corey Wright,,14-07-2025,WFH,Bangalore,Monday,,
1973,EmmaBishop,,14-07-2025,WFH,Bangalore,Monday,,
2020,BraydenScott,,14-07-2025,WFH,Bangalore,Monday,,
1781,TheodoreSanchez,,14-07-2025,WFH,Bangalore,Monday,,
2098,TheodoreCraig,,14-07-2025,WFH,Bangalore,Monday,,
2151,CadenCampbell,,14-07-2025,WFH,Bangalore,Monday,,
2017,AlexanderShaw,,14-07-2025,WFH,Bangalore,Monday,,
2073,BlaiseRogers,,14-07-2025,WFH,Bangalore,Monday,,
2036,AdamLynch,,14-07-2025,WFH,Bangalore,Monday,,
2216,Jaden Bell,,14-07-2025,WFH,Bangalore,Monday,,
2096,CameronRichards,,14-07-2025,WFH,Bangalore,Monday,,
2099,,1,14-07-2025,WFH,Bangalore,Monday,,
2098,IsaacMurphy,1,14-07-2025,WFO,Bangalore,Monday,,
2097,PaisleyCarter,1,14-07-2025,WFH,Bangalore,Monday,,
2096,HunterSanchez,1,14-07-2025,WFH,Bangalore,Monday,,
2095,CharlieRussell,1,14-07-2025,WFH,Bangalore,Monday,,
2087,AmosWilliamson,,14-07-2025,WFH,Bangalore,Monday,,
2094,AddisonRobinson,,14-07-2025,WFH,Bangalore,Monday,,
